Jan_tmp Feb_tmp Mar_tmp Apr_tmp Mai_tmp Jun_tmp Jul_tmp Aug_tmp Sep_tmp Okt_tmp Nov_tmp Dez_tmp
-36.39 -33.19 -19.09 -9.39 1.81 11.01 16.41 12.21 4.11 -11.29 -24.79 -41.39
-36.09 -28.89 -20.29 -10.79 0.01 10.61 15.81 11.01 4.51 -9.89 -28.59 -34.39
-36.59 -29.89 -19.69 -8.29 1.91 10.41 17.21 10.31 3.51 -9.99 -26.69 -36.19
-39.39 -34.89 -20.79 -9.09 2.61 12.91 15.91 11.91 3.01 -8.29 -23.69 -34.09
-33.39 -35.89 -21.49 -10.09 1.21 10.91 18.41 12.11 3.11 -8.69 -25.09 -34.49
-39.59 -35.89 -18.89 -6.09 1.01 12.81 15.11 13.41 3.71 -8.69 -30.09 -30.49
-37.39 -34.59 -19.09 -7.89 2.11 10.41 15.01 12.21 4.91 -8.79 -27.69 -34.79
-37.99 -34.19 -20.89 -8.99 3.71 12.41 17.81 11.91 3.91 -8.69 -27.39 -33.69
-38.59 -33.49 -23.69 -9.89 1.11 11.51 17.71 12.51 2.71 -10.29 -25.49 -36.09
-40.19 -30.99 -22.19 -9.19 1.91 11.71 17.51 12.01 3.01 -9.09 -30.99 -39.49
-35.69 -32.99 -21.99 -7.59 1.21 11.71 17.41 11.71 3.81 -7.49 -25.19 -37.29
-36.39 -31.29 -23.69 -7.89 2.11 10.21 16.91 10.41 3.11 -12.09 -28.99 -37.09
-36.69 -33.89 -19.29 -9.49 2.01 12.51 15.61 10.41 3.01 -7.69 -26.39 -33.19
-32.99 -30.49 -23.29 -7.49 2.21 11.01 16.41 11.81 4.21 -9.19 -27.99 -33.89
-42.19 -34.99 -20.49 -9.79 2.91 11.81 17.71 11.21 2.61 -11.39 -26.29 -32.79
-35.49 -32.39 -22.69 -9.69 1.11 10.31 16.51 10.81 4.41 -7.79 -26.09 -41.99
-38.79 -32.99 -19.79 -7.89 3.81 12.31 15.81 9.91 3.31 -10.89 -25.49 -39.29
-34.49 -30.69 -18.99 -9.09 2.81 12.01 16.71 11.51 4.51 -9.39 -26.89 -39.69
-44.59 -30.69 -20.49 -9.79 1.31 10.91 17.61 11.31 3.81 -6.99 -25.59 -32.49
-34.19 -33.69 -18.19 -7.79 2.01 10.81 16.91 11.51 2.01 -8.59 -26.19 -36.39
-32.39 -31.69 -19.09 -8.89 0.61 10.91 19.41 12.41 3.81 -8.69 -27.29 -34.59
-42.99 -35.49 -18.79 -7.39 1.71 11.61 18.41 11.91 2.61 -7.79 -28.19 -34.59
-37.39 -35.59 -19.49 -8.59 1.11 9.71 17.61 12.41 4.41 -10.19 -30.39 -33.29
-35.69 -31.09 -19.49 -9.19 3.31 9.81 18.21 10.91 3.71 -9.39 -22.39 -32.29
-30.99 -34.19 -22.69 -8.99 1.71 9.81 16.01 12.31 4.51 -6.39 -24.89 -34.69
-34.09 -31.69 -16.59 -5.99 0.21 11.81 17.11 12.91 4.31 -8.29 -27.49 -38.79
-37.79 -30.99 -23.29 -9.89 3.71 12.61 15.51 10.71 5.21 -8.29 -26.29 -36.69
-36.59 -33.99 -22.39 -7.09 1.41 12.81 17.01 12.51 3.81 -7.79 -25.69 -37.89
-41.39 -39.69 -18.29 -7.19 0.81 9.51 16.71 10.41 2.51 -6.19 -19.99 -36.19
-31.79 -34.19 -18.99 -13.79 0.01 11.01 15.51 9.71 2.81 -6.39 -21.79 -35.89
-36.09 -34.69 -18.79 -10.09 -1.29 10.81 13.81 11.81 4.51 -4.69 -24.79 -32.69
-28.39 -31.69 -20.49 -7.19 -0.09 9.71 18.01 10.81 6.81 -5.79 -28.79 -25.79
-36.09 -32.49 -21.49 -9.49 -2.49 8.41 13.71 13.01 1.71 -7.89 -25.29 -30.39
-31.89 -19.39 -18.49 -9.09 0.61 11.21 15.41 10.81 2.71 -5.99 -22.49 -32.89
-35.49 -24.09 -20.49 -11.19 2.71 10.81 15.41 10.61 3.81 -12.79 -28.99 -29.09
-37.89 -31.09 -18.69 -7.69 2.31 7.61 18.11 10.91 5.41 -7.79 -26.69 -25.69
-30.19 -31.59 -25.19 -12.09 3.51 10.61 15.41 8.41 4.01 -9.19 -24.99 -39.49
-34.59 -31.59 -16.79 -3.49 2.61 10.61 15.61 12.21 4.31 -8.89 -18.99 -29.09
-37.19 -20.69 -17.69 -4.99 0.71 14.41 14.61 11.21 4.31 -7.79 -24.89 -21.59
-42.09 -23.89 -16.99 -7.39 1.51 11.41 14.61 11.51 3.41 -12.09 -24.99 -37.49
-39.29 -35.99 -20.49 -11.79 2.41 13.11 16.71 12.21 5.81 -5.89 -24.79 -31.49
-33.09 -32.09 -23.79 -9.09 1.51 11.21 17.51 10.71 5.11 -9.89 -26.69 -26.29
-33.49 -26.59 -15.99 -2.99 3.71 11.71 16.31 12.21 6.81 -4.99 -28.79 -34.79
-28.29 -26.29 -17.69 -7.09 0.91 10.71 15.81 11.81 5.61 -7.89 -26.69 -30.89
-25.69 -31.59 -21.69 -3.99 6.21 13.31 16.51 11.31 7.11 -4.39 -19.99 -29.19
-38.19 -31.59 -21.79 -7.99 1.21 9.61 17.81 12.41 0.71 -6.69 -25.89 -41.39
-39.19 -33.69 -20.09 -5.29 5.01 13.21 17.71 10.41 4.21 -0.99 -29.09 -34.49
-31.99 -28.99 -16.39 -4.19 1.61 10.31 18.11 10.91 6.31 -5.69 -19.89 -34.69
