182.68 183.76 184.79 185.79 186.78 186.76 186.64 186.54 187.4 188.26 189.08 189.69 190.29 191.1 192.55 193.99 195.45 196.93 198.42 199.58 200.39 201.2 201.69 201.95 202.21 202.37 202.5 202.63 202.38 202.04 201.7 201.29 200.88 200.46 200.47 200.48 200.58 201.18 201.78 202.39 203.03 203.69
181.25 182.43 183.88 185.38 186.88 187.06 187.12 187.21 188.23 189.25 190.25 191.14 192.03 193.12 194.85 196.57 198.17 199.56 200.95 201.93 202.45 202.97 203.29 203.46 203.64 203.57 203.38 203.21 202.75 202.22 201.7 201.51 201.33 201.16 201.02 200.88 200.88 201.68 202.48 203.19 203.66 204.14
180.17 181.42 183.18 185.05 186.92 187.32 187.6 187.91 189.1 190.28 191.46 192.67 193.87 195.25 197.12 198.99 200.64 201.9 203.16 203.95 204.24 204.53 204.72 204.84 204.97 204.69 204.24 203.79 203.15 202.46 201.77 201.77 201.82 201.86 201.57 201.28 201.19 202.19 203.18 203.99 204.29 204.59
179.79 181.11 182.94 184.86 186.79 187.48 188.08 188.72 190.05 191.38 192.77 194.44 196.11 197.73 199.25 200.77 202.03 202.86 203.69 204.25 204.51 204.77 205.01 205.22 205.43 205.23 204.86 204.49 204.03 203.55 203.06 203 202.97 202.93 202.84 202.75 202.78 203.48 204.18 204.77 205.04 205.32
179.41 180.8 182.69 184.68 186.67 187.65 188.58 189.53 191.01 192.49 194.08 196.22 198.36 200.21 201.37 202.54 203.41 203.81 204.22 204.54 204.78 205.02 205.3 205.6 205.9 205.77 205.48 205.2 204.92 204.64 204.35 204.23 204.11 204.01 204.11 204.22 204.37 204.78 205.19 205.56 205.81 206.05
179.46 180.92 182.82 184.8 186.78 187.97 189.13 190.32 191.92 193.53 195.29 197.79 200.3 202.33 203.22 204.1 204.63 204.63 204.64 204.77 205 205.23 205.57 205.96 206.35 206.31 206.11 205.9 205.81 205.73 205.65 205.45 205.25 205.09 205.39 205.69 205.95 206.07 206.19 206.35 206.57 206.79
180.89 182.51 184.27 186.06 187.85 188.92 189.95 191.03 192.61 194.19 195.87 197.95 200.03 201.8 202.81 203.82 204.31 204.07 203.83 203.89 204.22 204.54 205.02 205.57 206.12 206.42 206.63 206.82 206.85 206.84 206.84 206.57 206.3 206.06 206.21 206.36 206.51 206.63 206.74 206.88 207.07 207.26
182.32 184.11 185.72 187.32 188.92 189.85 190.77 191.75 193.3 194.86 196.43 198.09 199.76 201.27 202.41 203.54 203.99 203.5 203.01 203.01 203.43 203.85 204.47 205.18 205.9 206.54 207.15 207.75 207.89 207.96 208.02 207.68 207.33 207.01 206.98 206.95 206.96 207.1 207.23 207.37 207.52 207.68
183.8 185.69 187.15 188.56 189.96 190.77 191.57 192.44 193.95 195.47 196.94 198.22 199.49 200.76 202 203.26 203.66 202.92 202.19 202.14 202.65 203.17 203.92 204.8 205.68 206.66 207.68 208.69 208.93 209.07 209.21 208.79 208.36 207.96 207.75 207.54 207.41 207.56 207.72 207.86 207.98 208.1
185.54 187.23 188.45 189.61 190.78 191.47 192.17 192.91 194.07 195.24 196.48 197.95 199.42 200.71 201.65 202.59 202.91 202.42 201.93 202.04 202.64 203.24 204.06 204.98 205.9 206.77 207.64 208.51 208.7 208.81 208.92 208.47 208.03 207.62 207.5 207.37 207.33 207.55 207.77 207.93 207.96 207.98
