653.33 648.93 645.76 643.35 639.31 634.66 632.03 628.52 625.38 621.65 618.59 614.93 610.98 605.68 602.64 598.62 594.57
653.18 649.79 646.12 643.38 638.98 636.22 632.4 629.39 627.5 623.99 620.9 616.47 611.21 608.18 603.67 599.98 595.6
654.27 650.87 647.37 643.43 639.76 637.17 633.77 630.47 627.93 624.84 621.45 617.96 613.88 609.83 605.94 601.2 597.29
654.22 650.47 647.32 642.79 640.91 637.09 634.04 631.64 628.27 625.86 622.68 619.74 615.41 611.88 607.33 602.23 598.79
654.03 651.43 647.33 644.71 641.28 637.84 634.34 631.35 629.32 626.74 623.33 620.77 616.21 613.11 607.38 603.59 600.03
655.71 651.56 648.37 646.07 642.26 638.68 634.5 632.81 630.5 627.14 623.74 621.05 618.03 612.97 609.76 605.63 602.27
654.99 651.77 649.7 646.07 643.36 638.66 636.27 633.66 630.95 627.39 625.24 622.4 617.67 613.54 610.22 606.94 603.29
656.1 652.25 650.05 646.68 642.86 640.02 637.11 634.39 631.08 628.87 625.46 621.99 618.5 615.06 611.7 608.58 604.23
655.53 653.06 649.99 646.67 642.95 640.1 637.49 634.53 631.6 627.58 625.49 622.62 618.93 615.29 613.51 609.33 604.53
655.53 651.74 649.59 646.77 644.26 641.1 638.63 635.53 631.22 628.44 625.16 622.49 619.6 616.63 613.77 609.85 606.02
654.54 652.48 649.51 647.65 644.13 641.08 638.51 634.68 631.24 628.13 625.83 622.35 619.8 617.28 613.77 611.92 607.88
654.55 651.89 649.78 646.91 644.77 642.01 637.56 634.77 631.68 629.24 627.05 623.82 621.2 617.54 615.69 612.62 609.66
654.76 652.57 649.73 647 645.09 641.76 638.43 635.33 632.82 630 627.52 625.65 621.81 620.06 616.89 614.71 611.49
655.48 654.14 651.71 648.99 644.92 642 639.72 636.38 634.05 631.51 628.56 626.29 622.69 620.84 618.17 615.25 612.27
656.51 654.74 651.83 648.61 645.65 643.63 641.01 638.88 634.82 632.04 629 626.7 624.72 622.2 619.8 616.85 612.68
658.2 655.32 654.02 649.63 646.88 644.43 642.13 640.13 635.94 632.83 630.53 627.23 625.16 623 621.04 619.05 616.64
659.17 657.79 654.88 652.49 649.01 646.12 643.98 639.67 636.92 633.94 631.64 628.58 626.42 624.72 622.67 621.06 619.03
