107.43 107.4 107.38 9999 9999 9999 9999 108.87 110 111.74 113.48 114.66 115.27 115.88 115.93 115.73 115.54
108.24 107.78 107.33 9999 107.14 107.19 108.22 109.26 110.54 112.4 114.26 115.49 116.08 116.68 116.55 116.1 115.66
109.03 108.15 107.27 107.19 9999 9999 108.48 109.66 111.09 113.07 115.05 116.31 116.89 117.48 117.16 116.46 115.77
109.75 108.6 107.44 107.35 107.33 107.5 108.82 110.13 111.69 113.75 115.82 117.11 117.69 118.28 117.76 116.81 115.88
110.21 109.52 108.82 108.55 108.31 108.34 109.85 111.36 112.91 114.58 116.27 117.08 117.17 117.27 116.48 115.38 114.29
110.68 110.45 110.21 109.74 109.28 109.19 110.89 112.58 114.12 115.4 116.7 117.04 116.64 116.25 115.18 113.89 112.61
110.99 111.24 111.48 110.86 110.22 110.04 111.92 113.82 115.32 116.21 117.12 116.99 116.09 115.21 113.87 112.39 110.93
109.78 110.46 111.13 110.98 110.82 110.88 111.92 112.99 113.92 114.62 115.33 115.4 115.02 114.61 113.16 111.44 109.72
108.57 109.7 110.79 111.11 111.43 111.7 111.9 112.13 112.47 112.94 113.42 113.73 113.91 114.08 112.53 110.56 108.59
107.39 108.94 110.46 111.26 112.05 112.49 111.85 111.24 111.01 111.25 111.51 112.08 112.83 113.56 111.88 109.66 107.47
107.01 108.13 109.28 110.78 112.27 113.26 112.84 112.4 112.2 112.28 112.38 112.92 113.71 114.51 112.84 110.65 108.49
106.62 107.3 108.1 110.3 112.48 114.04 113.92 113.8 113.72 113.71 113.71 114.22 115.01 115.8 114.21 112.17 110.17
106.22 106.46 106.94 109.84 112.72 114.83 115.02 115.2 115.24 115.14 115.04 115.53 116.31 117.09 115.58 113.69 111.83
106.17 106.34 106.73 109.21 111.71 113.74 114.59 115.42 115.79 115.7 115.6 115.85 116.26 116.7 115.67 114.41 113.16
106.16 106.29 106.63 108.54 110.47 112.3 113.85 115.37 116.08 116 115.92 115.81 115.7 115.61 115.23 114.79 114.34
106.15 106.25 106.51 107.85 109.22 110.88 113.12 115.34 116.37 116.31 116.24 115.76 115.13 114.51 114.81 115.18 115.54
106.12 106.19 106.39 107.3 108.22 109.51 111.52 113.55 114.73 115.14 115.53 115.14 114.44 113.74 114.24 114.85 115.47
