Jan_prc Feb_prc Mar_prc Apr_prc Mai_prc Jun_prc Jul_prc Aug_prc Sep_prc Okt_prc Nov_prc Dez_prc
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 17.29 14.29 8.29
2.29 -2.71 -0.71 5.29 19.29 37.29 45.29 47.29 29.29 14.89 14.29 -0.41
2.29 -2.71 -0.71 5.29 19.29 20.39 44.69 47.29 6.19 8.79 14.29 6.49
2.19 -8.41 4.69 -8.71 6.59 72.69 58.39 47.29 2.99 16.29 8.79 0.29
5.79 -10.11 -0.31 -9.01 13.99 20.59 21.09 16.89 23.59 2.89 14.29 8.29
2.29 -2.71 -3.01 -1.91 15.09 77.59 45.29 47.29 33.69 17.19 16.79 6.79
-1.71 -5.11 -1.81 4.99 17.69 34.29 38.99 38.59 61.59 4.99 11.19 6.89
-9.31 -12.51 -10.51 -6.81 5.19 7.09 27.49 39.29 30.09 0.99 -4.41 -1.21
1.49 -3.21 -4.21 5.79 29.79 47.59 46.09 52.99 24.19 24.49 13.09 3.09
-6.91 -5.81 -9.41 -10.21 6.69 43.49 44.89 44.59 7.89 25.49 1.99 2.19
-5.31 -9.81 -4.01 -9.91 3.39 59.29 78.79 33.29 21.79 -0.21 -4.71 -6.81
-7.51 -3.01 5.99 20.79 25.39 26.79 12.69 25.19 21.59 29.09 -2.51 -5.61
-1.51 -3.91 -6.81 -0.51 17.19 6.69 23.09 47.19 24.89 0.19 4.99 19.59
-9.31 -3.01 1.89 2.69 0.59 46.19 72.19 44.19 33.09 13.69 2.59 8.79
3.69 -5.01 -1.21 -1.41 1.09 30.59 73.49 71.99 7.39 9.89 12.89 -1.01
-3.21 -9.81 -2.01 5.59 15.79 99.19 36.69 47.69 15.79 17.59 8.39 3.79
0.09 -4.71 -10.11 9.99 24.49 41.49 61.29 17.59 33.99 30.59 -1.31 5.19
-7.21 -3.91 -3.71 5.29 22.09 66.79 71.89 69.89 18.09 18.09 -2.31 -0.61
-8.81 -10.81 -3.21 20.39 11.89 45.49 87.59 42.69 16.19 12.59 27.19 -1.31
1.29 11.69 -2.01 5.39 25.49 26.89 79.19 29.99 1.99 15.49 12.19 -3.61
-8.61 -9.61 -7.51 16.19 20.89 19.59 22.29 27.89 16.89 -2.31 0.69 -2.01
-1.01 -2.01 2.79 10.69 6.29 54.89 70.39 120.59 13.39 16.39 11.79 2.59
6.49 -2.21 -4.21 -3.41 20.59 54.09 53.09 23.59 11.09 40.49 23.39 -3.01
0.99 2.89 -3.01 3.29 19.79 26.59 38.79 38.09 19.09 16.19 10.49 6.09
-6.11 -3.51 14.89 -0.01 26.39 90.39 13.59 19.79 19.89 2.29 5.49 9.79
1.59 -8.21 -2.21 -3.21 20.19 19.49 50.19 52.59 6.29 14.19 -1.61 3.49
-0.41 -4.81 5.99 1.09 15.09 21.29 104.29 40.69 48.99 19.79 7.29 16.29
-2.41 4.29 -8.91 -4.41 6.09 13.49 57.89 22.09 65.59 31.19 4.19 0.89
-6.81 -1.21 -4.91 -4.31 36.59 45.99 19.09 37.89 56.69 32.19 36.89 9.19
5.69 -7.61 -1.91 -7.91 1.59 28.89 63.69 78.09 26.49 39.39 -4.51 -8.61
8.79 -11.01 -0.21 -5.81 13.59 37.49 62.09 6.99 66.09 22.89 13.39 20.89
7.09 -2.51 2.29 0.39 17.89 18.09 33.99 50.49 17.19 37.99 34.69 21.09
7.49 -5.61 4.19 2.79 11.79 4.19 19.19 59.79 48.69 15.59 3.29 2.99
-1.41 7.89 -0.01 12.89 20.69 35.59 49.29 25.19 32.09 33.49 27.59 10.99
