6.68 7.14 7.31 7.5 8.03 9.22 9.99 9.08 8.73 8.26 7.78 7.46 7.18 7.78 8.34 8.17 8.24 8.34 8.39 8.43 8.51 8.48 7.93 7.71 7.61 7.31 6.92 6.68 6.96 7.96 8.63 8.83 8.55 7.96
6.73 7.1 7.16 7.26 7.98 9.51 10.24 8.95 8.37 7.98 7.64 7.33 7.34 7.67 8.04 8.32 8.37 8.42 8.46 8.59 8.72 8.71 8.21 8.01 7.84 7.26 6.79 6.6 7.16 7.79 7.94 8.45 8.44 8.08
6.7 7.19 7.07 6.9 7.73 9.94 10.34 8.78 8.07 7.58 7.69 7.86 7.54 7.83 8.21 8.47 8.45 8.43 8.44 8.67 8.83 8.83 8.39 8.16 7.93 7.28 6.87 6.82 7.32 7.77 8.03 8.26 8.27 7.66
7.51 7.49 6.82 7.02 7.36 10.64 9.98 8.41 7.42 7.13 7.67 7.86 8.35 8.15 8.46 8.58 8.4 8.23 8.19 8.54 8.77 8.8 8.45 8.2 7.95 7.44 7.17 7.29 7.62 7.87 8 8.19 8.09 7.32
8.01 7.92 7.02 7.02 7.28 10.12 10.42 8.64 7.35 6.94 7.63 8.11 8.77 8.48 8.66 8.62 8.31 8.05 8.02 8.39 8.65 8.7 8.47 8.23 8 7.69 7.62 7.91 7.94 7.92 7.89 7.99 7.71 6.73
7.79 7.95 7.19 7.11 7.28 9.86 10.44 9.06 7.76 7.38 7.74 8.27 8.58 8.64 8.72 8.62 8.29 8.06 8.09 8.4 8.62 8.66 8.48 8.26 8.03 7.9 8.05 8.35 8.08 7.91 7.79 7.79 7.43 6.48
7.19 7.68 7.25 7.37 8.08 10.39 11.61 10.95 10.63 8.2 8.26 8.5 8.69 8.83 8.9 8.81 8.58 8.44 8.5 8.65 8.72 8.67 8.5 8.26 8.01 8.02 8.28 8.56 8.13 7.89 7.74 7.69 7.29 6.35
7.05 7.48 7.25 7.34 7.75 8.01 8.93 10.77 11.63 11.6 8.83 8.77 8.91 9.09 9.23 9.25 9.21 9.21 9.19 9.06 8.92 8.73 8.52 8.25 8 7.88 8.85 8.81 8.25 7.96 7.8 7.67 7.2 6.23
7.18 7.49 7.43 7.61 8.08 7.04 6.94 7.7 10.06 11.6 10.56 9.75 9.21 9.27 9.38 9.47 9.49 9.45 9.12 9.59 9.03 8.8 8.54 8.26 8.07 8.28 8.74 8.98 8.3 7.95 7.74 7.62 7.14 6.16
7.36 7.58 7.6 7.22 6.99 5.84 5.9 6.2 7.99 10.64 11.2 11.44 9.79 9.45 9.39 9.33 9.12 8.75 8.5 9.08 9.15 9.33 8.63 8.37 8.27 8.5 8.94 9.06 8.26 7.82 7.57 7.52 7.1 6.15
7.57 7.75 7.7 7.34 6.85 5.9 6.18 6.5 7.15 8.95 10.35 12.28 11 9.74 9.24 9.03 8.64 8.12 7.86 8.7 9.14 9.58 8.87 8.65 8.67 8.9 9.27 9.23 8.22 7.61 7.25 7.29 6.95 6.05
7.75 7.84 7.73 7.5 7.08 6.08 6.3 6.78 7.11 7.77 9.11 12.46 11.58 9.27 8.76 8.75 8.42 7.68 7.94 8.53 9.11 9.73 9.12 8.95 9.01 9.24 9.5 9.33 8.25 7.55 7.16 7.13 6.86 6.07
