6.8 5.39 4.18 4.27 4.72 4.45 4.72 4.69 6.25 6.38 5.02 3.44 3.83 3.27 3.5 3.72 3.27 4.69 5.85 4.96 5.4 4.27
1.62 1.91 3.81 6.46 6.62 5.79 4.81 4.97 5.21 4.51 3.62 3.83 3.44 2.56 2.72 3.72 2.74 3.42 5.39 5.61 5.21 5.21
7.31 6.98 6.03 6.06 6.71 6.23 6.03 5.93 5.25 4.97 4.26 4.02 3.5 2.56 3.62 3.27 3.18 3.24 4.49 5.9 5.46 5.83
6.66 6.46 5.79 4.55 5.13 5.54 5.72 5.48 6.02 5.72 5.4 4.76 4.46 4.13 3.84 3 4.02 3.24 3.88 4.76 5.39 5.65
3.32 3.72 3.84 3 2.56 3.24 3.51 4.42 4.97 4.84 4.62 5.72 5.48 5.4 3.32 3.13 3.42 2.56 3.18 3.27 4.14 4.96
2.32 2.72 3.18 3.38 3.13 3.5 4.32 5.42 4.69 4.84 3.55 3.32 3.5 3.87 2.13 2.25 2.7 2.29 2.93 3 2.93 4.14
2.86 3.93 4.13 4.32 5.09 5.75 6.02 5.93 5.02 4.24 3.5 2.62 2.56 2.29 2.29 1.59 2.48 2.84 2.42 3 3 3.72
3.5 3.81 4.13 4.55 5.09 5.12 4.62 3.93 3.55 2.93 3.5 3.18 2.32 2.84 3.44 3.55 2.74 3.62 2.74 2.42 3.13 3.42
3.87 2.62 2.72 3.81 3.83 3.18 3.24 2.62 2.93 3.02 2.88 3.24 2.72 3.24 3.24 3.98 3.6 3.38 3.62 2.42 2.93 3.13
4.32 3.72 3.83 3.83 3.51 3.5 3.24 2.62 2.72 2.62 2.25 1.94 2.32 2.32 2.74 2.93 3.62 3.18 3 2.72 2.32 2.29
5.83 4.55 4.49 3.83 3.18 3.51 2.88 2.23 1.42 1.15 1.01 0.9 0.9 0.64 1.01 2.01 3 3.38 3 2.56 2.56 2.13
5.02 4.41 3.32 3.02 2.62 2.25 2.01 1.86 1.62 0.45 0 0.9 1.31 1.35 1.35 1.01 1.15 2.25 2.93 2.56 2.42 2.42
2.04 2.93 2.04 1.59 1.71 1.35 1.35 1.31 2.93 2.42 1.42 1.15 1.35 1.31 0.32 0.45 0.64 0.71 1.35 2.04 1.8 2.13
1.15 3.18 2.13 0.71 0.95 1.01 0.45 1.15 1.71 3.18 3.02 2.25 1.01 0.32 0.71 1.15 1.15 0.71 0.71 1.01 0.9 1.35
0.32 2.48 3.71 1.94 0.64 0.71 0.71 1.15 2.04 2.04 3.51 2.25 1.01 1.01 0.95 0.71 1.01 1.15 1.01 0.95 0.64 0.71
0.45 0.95 3.62 2.62 1.15 0.64 1.31 1.15 1.91 2.93 2.48 2.42 2.48 2.01 2.23 1.62 1.01 0.71 1.31 1.31 1.59 1.59
1.27 1.31 2.62 2.25 1.31 1.71 1.42 0.9 1.15 2.29 3.27 3.38 2.93 2.62 1.94 1.15 1.62 2.88 2.13 3.18 2.25 2.29
1.94 3.2 3.83 2.48 1.91 2.48 3.18 3.02 3.42 3.83 3.88 3.27 3.18 3.2 2.48 1.71 3.44 3.62 4.46 3.62 2.42 3
2.48 3.72 3.72 3.42 4.62 5.32 4.41 4.26 4.81 3.72 3.18 3.44 3.62 2.56 2.93 3.51 3.84 2.84 3.02 2.56 3.24 3.55
2.48 2.7 2.93 3.6 3.71 3.32 3.13 3.71 3.62 3.87 3.55 3.71 3 1.62 3.02 3.55 3.02 1.94 1.31 1.8 2.25 3.38
3.15 2.74 2.7 3.18 2.48 2.29 3.62 3.38 2.84 3.62 3.72 3.42 2.32 1.27 2.23 2.56 1.27 1.01 1.01 1.15 2.01 3.42
3.15 3 3.18 3.38 2.93 3.62 3.27 2.74 2.93 3 2.84 2.62 1.62 1.62 1.31 1.01 0.71 0 0.45 1.15 2.01 2.88
