7.44 8.41 8.75 8 7.76 8.77 8.3 8.31 8.27 8.27 8.25 8.11 7.98 8.55 8.56 8.47 8.51
8.29 7.83 8.06 7.89 8.45 8.19 8.28 8.55 8.05 7.9 7.83 7.97 8.42 8.29 8.36 8.26 8.37
7.47 7.31 7.27 7.41 8.31 7.83 8 8.25 8.21 8.42 8.42 8.28 8.08 8.16 7.95 8.05 8.27
7.62 8.21 7.95 8.7 8.17 8.53 8.34 7.82 8.74 8.64 8.44 8.21 8.19 8.11 7.76 8.42 8.69
7.96 7.49 7.98 8.02 7.99 8 8.13 9.34 8.84 8.44 8.54 8.4 8.46 7.68 8.39 8.71 8.84
6.9 7.6 8.15 7.79 7.82 7.43 8.65 8.8 8.42 8.4 8.83 8.79 7.81 8.82 8.56 8.86 8.75
8.34 8.23 8.11 8.11 7.48 8.72 8.65 8.72 8.55 8.9 8.61 7.92 8.84 8.85 9.21 9.25 8.98
7.89 8.42 7.99 7.83 8.84 8.79 9 8.92 9.1 8.37 8.69 9.2 8.9 9.04 9.49 9.09 9.05
8.92 8.22 8.63 9.06 9.21 9.39 9.39 9.28 8.58 9.75 9.06 8.97 9.36 9.92 9.43 9.22 9.75
8.75 9.82 9.45 9.65 8.97 9.16 9.05 8.58 9.56 9.12 10.32 9.91 9.93 9.91 9.63 10.05 9.9
10.14 9.4 10.38 9.32 10.11 10.23 9.43 9.86 9.72 10.56 10.03 10.5 10.29 9.87 10.43 9.93 9.94
10.21 10.78 9.85 10.61 10.04 9.14 10.16 9.94 10.08 10.06 9.69 9.65 9.42 10.09 9.97 10.09 9.85
10.14 9.96 10.28 10.02 9.43 9.87 9.6 9.78 9.68 9.58 9.71 9.14 9.69 9.8 10.11 10.03 9.92
9.52 8.9 8.46 7.92 9.33 9.4 9.15 9.11 9.03 8.83 9.25 9.48 10.07 10.36 10.42 10.61 10.49
8.06 8.1 8.11 8.53 8.45 8.5 8.6 8.01 8.4 9.24 9.95 10.32 10.34 10.63 10.67 10.41 10.84
7.14 7.63 7 7.48 7.93 8.26 8.36 7.44 9.22 10.06 10.2 10.6 11.05 11.02 10.99 10.14 9.47
7.5 6.54 7.25 7.24 7.72 8.19 7.62 10.07 10.18 10.53 10.46 10.91 10.94 10.52 10.12 9.24 8.82
